Invoice #,Invoice Date,Client,Reservation #,Line Item Description,Category,Quantity (hrs/units),Rate ($),Amount ($),Status
INV201868,2025-11-09,Chloe Marsh,R102069,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV201868,2025-11-09,Chloe Marsh,R102069,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201869,2025-11-11,Noah Whitfield,R101825,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV201869,2025-11-11,Noah Whitfield,R101825,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201870,2025-11-12,Chloe Marsh,R102070,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201870,2025-11-12,Chloe Marsh,R102070,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201870,2025-11-12,Chloe Marsh,R102070,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201871,2025-11-12,Daniel Park,R101653,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.2,175,210.0,Paid
INV201871,2025-11-12,Daniel Park,R101653,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201872,2025-11-16,Isabella Rodriguez,R101132,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,2.0,385,770.0,Outstanding
INV201872,2025-11-16,Isabella Rodriguez,R101132,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Outstanding
INV201873,2025-11-14,Chloe Marsh,R102071,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201873,2025-11-14,Chloe Marsh,R102071,Instructor time - Doug Hayes,Instructor,2.3,75,172.5,Paid
INV201874,2025-11-16,Grace Liu,R101634,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV201874,2025-11-16,Grace Liu,R101634,Instructor time - Tom Reyes,Instructor,2.3,75,172.5,Paid
INV201875,2025-11-16,Grace Liu,R101646,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201875,2025-11-16,Grace Liu,R101646,Instructor time - Tom Reyes,Instructor,1.4,75,105.0,Paid
INV201875,2025-11-16,Grace Liu,R101646,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV201876,2025-11-17,Noah Whitfield,R101826,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Outstanding
INV201876,2025-11-17,Noah Whitfield,R101826,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Outstanding
INV201877,2025-11-15,Chloe Marsh,R102072,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201877,2025-11-15,Chloe Marsh,R102072,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201878,2025-11-18,Chloe Marsh,R102073,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201878,2025-11-18,Chloe Marsh,R102073,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201879,2025-11-19,Noah Whitfield,R101827,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201879,2025-11-19,Noah Whitfield,R101827,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201880,2025-11-22,Chloe Marsh,R102074,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201881,2025-11-23,Isabella Rodriguez,R101128,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.5,385,577.5,Paid
INV201881,2025-11-23,Isabella Rodriguez,R101128,Instructor time - Doug Hayes,Instructor,1.5,75,112.5,Paid
INV201881,2025-11-23,Isabella Rodriguez,R101128,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV201882,2025-11-21,Chloe Marsh,R102075,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201882,2025-11-21,Chloe Marsh,R102075,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV201883,2025-11-26,Noah Whitfield,R101828,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201883,2025-11-26,Noah Whitfield,R101828,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201884,2025-11-24,Chloe Marsh,R102076,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201884,2025-11-24,Chloe Marsh,R102076,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Paid
INV201884,2025-11-24,Chloe Marsh,R102076,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201885,2025-11-25,Chloe Marsh,R102077,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201885,2025-11-25,Chloe Marsh,R102077,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201886,2025-11-29,Henry Walsh,R101604,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201886,2025-11-29,Henry Walsh,R101604,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV201887,2025-11-29,Isabella Rodriguez,R101134,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.4,385,539.0,Paid
INV201887,2025-11-29,Isabella Rodriguez,R101134,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201887,2025-11-29,Isabella Rodriguez,R101134,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV201888,2025-11-30,Noah J. Carter,R101199,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201888,2025-11-30,Noah J. Carter,R101199,Instructor time - Jenny Park,Instructor,1.9,75,142.5,Paid
INV201889,2025-12-01,Grace Liu,R101651,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201889,2025-12-01,Grace Liu,R101651,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201889,2025-12-01,Grace Liu,R101651,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV201890,2025-12-01,Noah Whitfield,R101829,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201891,2025-12-01,Chloe Marsh,R102078,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201891,2025-12-01,Chloe Marsh,R102078,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201892,2025-12-03,Noah J. Carter,R101182,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201892,2025-12-03,Noah J. Carter,R101182,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV201893,2025-12-03,Chloe Marsh,R102079,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV201893,2025-12-03,Chloe Marsh,R102079,Instructor time - Jenny Park,Instructor,1.5,75,112.5,Paid
INV201894,2025-12-02,Isabella Rodriguez,R101130,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.9,385,731.5,Paid
INV201894,2025-12-02,Isabella Rodriguez,R101130,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201895,2025-12-03,Noah Whitfield,R101830,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201895,2025-12-03,Noah Whitfield,R101830,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV201896,2025-12-05,Chloe Marsh,R102080,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201896,2025-12-05,Chloe Marsh,R102080,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV201897,2025-12-07,Daniel Park,R101679,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201897,2025-12-07,Daniel Park,R101679,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201897,2025-12-07,Daniel Park,R101679,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV201898,2025-12-04,Chloe Marsh,R102081,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV201899,2025-12-06,Chloe Marsh,R102082,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV201899,2025-12-06,Chloe Marsh,R102082,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV201900,2025-12-10,Noah Whitfield,R101831,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201900,2025-12-10,Noah Whitfield,R101831,Instructor time - Mike Anderson,Instructor,1.7,75,127.5,Paid
INV201901,2025-12-09,Noah J. Carter,R101183,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201901,2025-12-09,Noah J. Carter,R101183,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201901,2025-12-09,Noah J. Carter,R101183,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV201902,2025-12-12,Daniel Park,R101657,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201902,2025-12-12,Daniel Park,R101657,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201902,2025-12-12,Daniel Park,R101657,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV201903,2025-12-10,Isabella Rodriguez,R101131,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV201903,2025-12-10,Isabella Rodriguez,R101131,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201903,2025-12-10,Isabella Rodriguez,R101131,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201904,2025-12-13,Henry Walsh,R101628,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201904,2025-12-13,Henry Walsh,R101628,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV201905,2025-12-15,Noah Whitfield,R101832,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201905,2025-12-15,Noah Whitfield,R101832,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV201906,2025-12-13,Chloe Marsh,R102083,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201907,2025-12-15,Isabella Rodriguez,R101133,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.9,385,731.5,Paid
INV201907,2025-12-15,Isabella Rodriguez,R101133,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV201908,2025-12-18,Noah Whitfield,R101833,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Outstanding
INV201908,2025-12-18,Noah Whitfield,R101833,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Outstanding
INV201908,2025-12-18,Noah Whitfield,R101833,Ground instruction / briefing,Ground,1.2,65,78.0,Outstanding
INV201909,2025-12-19,Isabella Rodriguez,R101129,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV201909,2025-12-19,Isabella Rodriguez,R101129,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV201910,2025-12-21,Noah Whitfield,R101834,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV201910,2025-12-21,Noah Whitfield,R101834,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201910,2025-12-21,Noah Whitfield,R101834,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV201911,2025-12-24,Grace Liu,R101633,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Paid
INV201911,2025-12-24,Grace Liu,R101633,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV201911,2025-12-24,Grace Liu,R101633,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV201912,2025-12-27,Noah Whitfield,R101835,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201912,2025-12-27,Noah Whitfield,R101835,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201913,2025-12-31,Isabella Rodriguez,R101135,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,2.3,385,885.5,Outstanding
INV201914,2025-12-31,Noah J. Carter,R101202,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.4,185,444.0,Paid
INV201915,2025-12-31,Noah Whitfield,R101836,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV201915,2025-12-31,Noah Whitfield,R101836,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201916,2026-01-03,Daniel Park,R101682,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201916,2026-01-03,Daniel Park,R101682,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201917,2026-01-07,Henry Walsh,R101617,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201917,2026-01-07,Henry Walsh,R101617,Instructor time - Doug Hayes,Instructor,1.6,75,120.0,Paid
INV201918,2026-01-05,Noah Whitfield,R101837,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201918,2026-01-05,Noah Whitfield,R101837,Instructor time - Mike Anderson,Instructor,1.5,75,112.5,Paid
INV201918,2026-01-05,Noah Whitfield,R101837,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV201919,2026-01-08,Noah J. Carter,R101216,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.3,235,305.5,Paid
INV201919,2026-01-08,Noah J. Carter,R101216,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV201920,2026-01-09,Mia Sutton,R101989,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV201920,2026-01-09,Mia Sutton,R101989,Instructor time - Doug Hayes,Instructor,2.2,75,165.0,Paid
INV201921,2026-01-10,Noah J. Carter,R101207,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201921,2026-01-10,Noah J. Carter,R101207,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV201922,2026-01-10,Mia Sutton,R101990,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV201922,2026-01-10,Mia Sutton,R101990,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV201923,2026-01-12,Noah Whitfield,R101838,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201924,2026-01-14,Mia Sutton,R101991,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201924,2026-01-14,Mia Sutton,R101991,Instructor time - Jenny Park,Instructor,1.7,75,127.5,Paid
INV201925,2026-01-14,Noah Whitfield,R101839,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Outstanding
INV201925,2026-01-14,Noah Whitfield,R101839,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Outstanding
INV201926,2026-01-15,Mia Sutton,R101992,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201926,2026-01-15,Mia Sutton,R101992,Instructor time - Doug Hayes,Instructor,2.6,75,195.0,Paid
INV201927,2026-01-19,Mia Sutton,R101993,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201927,2026-01-19,Mia Sutton,R101993,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201927,2026-01-19,Mia Sutton,R101993,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV201928,2026-01-21,Noah Whitfield,R101840,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201928,2026-01-21,Noah Whitfield,R101840,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV201928,2026-01-21,Noah Whitfield,R101840,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV201929,2026-01-21,Grace Liu,R101637,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV201929,2026-01-21,Grace Liu,R101637,Instructor time - Tom Reyes,Instructor,2.5,75,187.5,Paid
INV201930,2026-01-22,Daniel Park,R101672,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201930,2026-01-22,Daniel Park,R101672,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201931,2026-01-21,Mia Sutton,R101994,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV201931,2026-01-21,Mia Sutton,R101994,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV201931,2026-01-21,Mia Sutton,R101994,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV201932,2026-01-22,Noah J. Carter,R101210,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV201932,2026-01-22,Noah J. Carter,R101210,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV201933,2026-01-23,Mia Sutton,R101995,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201933,2026-01-23,Mia Sutton,R101995,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201934,2026-01-25,Mia Sutton,R101996,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Outstanding
INV201934,2026-01-25,Mia Sutton,R101996,Instructor time - Doug Hayes,Instructor,2.3,75,172.5,Outstanding
INV201935,2026-01-26,Noah Whitfield,R101841,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV201935,2026-01-26,Noah Whitfield,R101841,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Paid
INV201936,2026-01-29,Mia Sutton,R101997,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201936,2026-01-29,Mia Sutton,R101997,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201936,2026-01-29,Mia Sutton,R101997,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV201937,2026-01-29,Noah J. Carter,R101205,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.4,230,322.0,Paid
INV201937,2026-01-29,Noah J. Carter,R101205,Instructor time - Jenny Park,Instructor,1.7,75,127.5,Paid
INV201938,2026-01-28,Henry Walsh,R101596,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201938,2026-01-28,Henry Walsh,R101596,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201939,2026-01-30,Noah Whitfield,R101842,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV201939,2026-01-30,Noah Whitfield,R101842,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Paid
INV201940,2026-01-31,Mia Sutton,R101998,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV201940,2026-01-31,Mia Sutton,R101998,Instructor time - Doug Hayes,Instructor,1.5,75,112.5,Paid
INV201941,2026-01-31,Mia Sutton,R101999,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201941,2026-01-31,Mia Sutton,R101999,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201941,2026-01-31,Mia Sutton,R101999,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV201942,2026-02-01,Grace Liu,R101641,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV201942,2026-02-01,Grace Liu,R101641,Instructor time - Tom Reyes,Instructor,2.7,75,202.5,Paid
INV201943,2026-02-05,Noah Whitfield,R101843,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201943,2026-02-05,Noah Whitfield,R101843,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Paid
INV201944,2026-02-03,Mia Sutton,R102000,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201944,2026-02-03,Mia Sutton,R102000,Instructor time - Doug Hayes,Instructor,2.4,75,180.0,Paid
INV201945,2026-02-07,Mia Sutton,R102001,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201945,2026-02-07,Mia Sutton,R102001,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201946,2026-02-09,Noah Whitfield,R101844,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201946,2026-02-09,Noah Whitfield,R101844,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Paid
INV201946,2026-02-09,Noah Whitfield,R101844,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201947,2026-02-09,Mia Sutton,R102002,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201947,2026-02-09,Mia Sutton,R102002,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201948,2026-02-10,Noah J. Carter,R101217,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201948,2026-02-10,Noah J. Carter,R101217,Instructor time - Jenny Park,Instructor,2.5,75,187.5,Paid
INV201948,2026-02-10,Noah J. Carter,R101217,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV201949,2026-02-12,Noah Whitfield,R101845,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201949,2026-02-12,Noah Whitfield,R101845,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201950,2026-02-11,Mia Sutton,R102003,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Outstanding
INV201951,2026-02-12,Daniel Park,R101669,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.3,190,247.0,Paid
INV201951,2026-02-12,Daniel Park,R101669,Instructor time - Sarah Phillips,Instructor,1.3,75,97.5,Paid
INV201952,2026-02-16,Mia Sutton,R102004,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Outstanding
INV201952,2026-02-16,Mia Sutton,R102004,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Outstanding
INV201952,2026-02-16,Mia Sutton,R102004,Ground instruction / briefing,Ground,1.0,65,65.0,Outstanding
INV201953,2026-02-17,Noah Whitfield,R101846,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201953,2026-02-17,Noah Whitfield,R101846,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201954,2026-02-18,Noah J. Carter,R101213,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.0,230,460.0,Paid
INV201954,2026-02-18,Noah J. Carter,R101213,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV201955,2026-02-18,Mia Sutton,R102005,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201955,2026-02-18,Mia Sutton,R102005,Instructor time - Tom Reyes,Instructor,2.3,75,172.5,Paid
INV201956,2026-02-21,Noah J. Carter,R101214,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.7,235,399.5,Paid
INV201956,2026-02-21,Noah J. Carter,R101214,Instructor time - Mike Anderson,Instructor,1.7,75,127.5,Paid
INV201957,2026-02-18,Grace Liu,R101639,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201957,2026-02-18,Grace Liu,R101639,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201958,2026-02-21,Daniel Park,R101652,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Outstanding
