Reservation #,Flight #,Date,Length (hrs),Reservation Type,Status,Client,Aircraft Tail,Aircraft Make,Aircraft Model,Instructor,Rating Hint (synthetic answer key)
R101180,F051147,2025-06-25,2.1,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101174,F051141,2025-06-26,1.7,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Jenny Park,IFR
R101201,F051167,2025-06-26,2.2,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Mike Anderson,IFR
R101629,F051548,2025-06-27,1.3,Dual Flight Training,Completed,Henry Walsh,N7732K,Cessna,172S,Sarah Phillips,current student
R101107,F051075,2025-06-28,1.9,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101621,F051540,2025-06-29,1.7,Dual Flight Training,Completed,Henry Walsh,N7732K,Cessna,172S,Sarah Phillips,current student
R101114,F051082,2025-07-02,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101108,F051076,2025-07-03,1.9,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFI
R101188,F051154,2025-07-07,1.6,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101198,F051164,2025-07-09,2.0,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,IFR
R101179,F051146,2025-07-12,1.6,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Mike Anderson,IFR
R101189,F051155,2025-07-13,1.7,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101694,F051611,2025-07-14,2.0,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R101100,F051069,2025-07-15,1.5,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,CFI
R101623,F051542,2025-07-22,2.1,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101103,F051072,2025-07-23,2.0,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Sarah Phillips,CFI
R101105,F051073,2025-07-23,1.2,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101115,F051083,2025-07-23,1.9,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Jenny Park,CFI
R101763,F051677,2025-07-23,2.2,Dual Flight Training,Completed,Diana Cho,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101595,F051515,2025-07-24,2.0,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101756,F051670,2025-07-25,1.7,Dual Flight Training,Completed,Diana Cho,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101877,F051791,2025-07-25,1.5,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101878,F051792,2025-07-27,2.0,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101116,F051084,2025-07-28,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFI
R101112,F051080,2025-07-29,1.6,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Mike Anderson,CFI
R101695,F051612,2025-07-30,1.4,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R101879,F051793,2025-07-30,1.7,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101764,F051678,2025-07-31,1.6,Dual Flight Training,Completed,Diana Cho,N4521P,Cessna,172N,Sarah Phillips,current student
R101195,F051161,2025-08-01,1.7,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,IFR
R101681,F051599,2025-08-01,1.3,Dual Flight Training,Completed,Daniel Park,N8814M,Piper,PA-28-181,Doug Hayes,current student
R101880,F051794,2025-08-02,1.9,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101099,F051068,2025-08-03,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101104,,2025-08-03,0,Dual Flight Training,Canceled,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101881,F051795,2025-08-04,1.7,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101882,F051796,2025-08-07,1.6,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101551,,2025-08-08,3.0,Maintenance,Completed,,N7732K,Cessna,172S,,
R101619,F051538,2025-08-08,1.9,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Sarah Phillips,current student
R101675,F051593,2025-08-08,1.2,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R101602,F051522,2025-08-10,1.7,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Tom Reyes,current student
R101118,F051086,2025-08-11,2.2,Check Ride,Completed,Isabella Rodriguez,N7732K,Cessna,172S,,CFI
R101603,F051523,2025-08-11,1.3,Dual Flight Training,Completed,Henry Walsh,N7732K,Cessna,172S,Sarah Phillips,current student
R101757,F051671,2025-08-11,1.7,Dual Flight Training,Completed,Diana Cho,N6603L,Cessna,172S,Sarah Phillips,current student
R101883,F051797,2025-08-11,1.7,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101751,F051665,2025-08-13,1.3,Dual Flight Training,Completed,Diana Cho,N7732K,Cessna,172S,Sarah Phillips,current student
R101755,F051669,2025-08-13,2.1,Dual Flight Training,Completed,Diana Cho,N4521P,Cessna,172N,Sarah Phillips,current student
R101884,F051798,2025-08-13,2.0,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101678,F051596,2025-08-16,1.8,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R101766,F051680,2025-08-16,2.1,Dual Flight Training,Completed,Diana Cho,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101885,F051799,2025-08-16,2.0,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101886,F051800,2025-08-18,1.6,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101624,F051543,2025-08-21,1.9,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Sarah Phillips,current student
R101887,F051801,2025-08-21,1.9,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101172,F051140,2025-08-22,1.6,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Sarah Phillips,IFR
R101181,F051148,2025-08-22,1.5,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101626,F051545,2025-08-23,2.1,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Sarah Phillips,current student
R101750,F051664,2025-08-23,2.1,Dual Flight Training,Completed,Diana Cho,N6603L,Cessna,172S,Sarah Phillips,current student
R102500,F052414,2025-08-23,2.0,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101888,F051802,2025-08-24,1.5,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102501,F052415,2025-08-24,1.9,Dual Flight Training,Completed,Felix Moreno,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101889,F051803,2025-08-26,1.6,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102502,F052416,2025-08-26,1.9,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102503,F052417,2025-08-26,1.9,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101194,F051160,2025-08-27,2.3,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R101890,F051804,2025-08-29,1.6,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102504,F052418,2025-08-29,1.5,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101192,F051158,2025-08-30,2.4,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Jenny Park,IFR
R102505,F052419,2025-08-30,1.6,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101765,F051679,2025-08-31,1.6,Dual Flight Training,Completed,Diana Cho,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101891,F051805,2025-08-31,1.8,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102506,F052420,2025-08-31,1.8,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101631,F051550,2025-09-01,1.5,Dual Flight Training,Completed,Grace Liu,N7732K,Cessna,172S,Jenny Park,current student
R101748,F051663,2025-09-01,1.7,Dual Flight Training,Completed,Diana Cho,N7732K,Cessna,172S,Sarah Phillips,current student
R102507,F052421,2025-09-01,1.9,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101200,F051166,2025-09-02,1.7,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R101666,F051584,2025-09-03,2.1,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Doug Hayes,current student
R102508,F052422,2025-09-03,1.6,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101126,F051094,2025-09-04,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFII
R101892,F051806,2025-09-04,1.6,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101614,F051534,2025-09-05,1.6,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Sarah Phillips,current student
R102509,F052423,2025-09-05,1.9,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101893,F051807,2025-09-06,1.6,Student Solo,Completed,Noah Whitfield,N7732K,Cessna,172S,,PPL (cadence cohort)
R102510,F052424,2025-09-07,1.5,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102511,F052425,2025-09-07,2.1,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101120,F051088,2025-09-08,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Sarah Phillips,CFII
R101894,F051808,2025-09-09,1.7,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101677,F051595,2025-09-10,1.8,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R102512,F052426,2025-09-10,2.0,Dual Flight Training,Completed,Felix Moreno,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101124,F051092,2025-09-11,1.9,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,CFII
R102513,F052427,2025-09-11,1.6,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101895,F051809,2025-09-12,1.8,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102514,F052428,2025-09-13,1.8,Student Solo,Completed,Felix Moreno,N4521P,Cessna,172N,,PPL (cadence cohort)
R102515,F052429,2025-09-13,1.7,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101609,F051529,2025-09-14,2.1,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Sarah Phillips,current student
R101121,F051089,2025-09-15,2.1,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFII
R101896,F051810,2025-09-15,2.1,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102516,F052430,2025-09-15,2.0,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101685,F051603,2025-09-17,2.0,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R101897,F051811,2025-09-17,2.1,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R102517,F052431,2025-09-17,1.8,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101636,F051555,2025-09-18,1.8,Dual Flight Training,Completed,Grace Liu,N8814M,Piper,PA-28-181,Tom Reyes,current student
R101650,F051568,2025-09-18,1.3,Dual Flight Training,Completed,Grace Liu,N6603L,Cessna,172S,Tom Reyes,current student
R102518,F052432,2025-09-18,2.0,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101186,F051153,2025-09-19,1.8,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,IFR
R102519,F052433,2025-09-19,1.7,Dual Flight Training,Completed,Felix Moreno,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101898,F051812,2025-09-20,1.6,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101119,F051087,2025-09-21,2.2,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,CFII
R101187,,2025-09-21,0,Dual Flight Training,Canceled,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R102520,F052434,2025-09-21,2.0,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101899,F051813,2025-09-23,2.0,Dual Flight Training,Completed,Noah Whitfield,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102521,F052435,2025-09-23,2.0,Student Solo,Completed,Felix Moreno,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R102522,F052436,2025-09-24,2.1,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101761,F051675,2025-09-25,1.6,Dual Flight Training,Completed,Diana Cho,N7732K,Cessna,172S,Sarah Phillips,current student
R101900,F051814,2025-09-25,2.0,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101122,F051090,2025-09-26,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,CFII
R101191,F051157,2025-09-26,1.8,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101590,F051510,2025-09-27,1.1,Introductory Flight,Completed,Karen Yoshida,N8814M,Piper,PA-28-181,Jenny Park,
R101640,F051558,2025-09-27,2.1,Dual Flight Training,Completed,Grace Liu,N7732K,Cessna,172S,Tom Reyes,current student
R102523,F052437,2025-09-27,2.0,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101605,F051525,2025-09-28,1.3,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Sarah Phillips,current student
R101901,F051815,2025-09-28,1.6,Student Solo,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R102524,F052438,2025-09-28,1.5,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101648,F051566,2025-09-29,1.3,Dual Flight Training,Completed,Grace Liu,N6603L,Cessna,172S,Tom Reyes,current student
R101123,F051091,2025-09-30,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,CFII
R101125,F051093,2025-09-30,1.8,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFII
R101656,F051574,2025-09-30,1.3,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Doug Hayes,current student
R102525,F052439,2025-09-30,1.6,Dual Flight Training,Completed,Felix Moreno,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101902,F051816,2025-10-01,2.1,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R102526,F052440,2025-10-01,1.6,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101620,F051539,2025-10-02,2.0,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Sarah Phillips,current student
R101127,F051095,2025-10-03,1.9,Check Ride,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,,CFII
R101698,F051615,2025-10-03,1.5,Dual Flight Training,Completed,Priya Nair,N7732K,Cessna,172S,Jenny Park,current student
R101903,F051817,2025-10-03,2.1,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102527,F052441,2025-10-03,2.0,Dual Flight Training,Completed,Felix Moreno,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102528,F052442,2025-10-03,1.6,Student Solo,Completed,Felix Moreno,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R102529,F052443,2025-10-05,1.6,Dual Flight Training,Completed,Felix Moreno,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101904,F051818,2025-10-06,1.9,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102530,F052444,2025-10-07,1.6,Dual Flight Training,Completed,Felix Moreno,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101905,F051819,2025-10-08,1.6,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101196,F051162,2025-10-11,2.3,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R101906,F051820,2025-10-11,1.7,Dual Flight Training,Completed,Noah Whitfield,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R102531,F052445,2025-10-13,2.0,Check Ride,Completed,Felix Moreno,N7732K,Cessna,172S,,PPL (cadence cohort)
R101907,F051821,2025-10-14,1.7,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101746,F051661,2025-10-16,1.4,Dual Flight Training,Completed,Diana Cho,N6603L,Cessna,172S,Sarah Phillips,current student
R101908,F051822,2025-10-17,1.9,Dual Flight Training,Completed,Noah Whitfield,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101610,F051530,2025-10-20,1.6,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Jenny Park,current student
R101644,F051562,2025-10-20,1.3,Dual Flight Training,Completed,Grace Liu,N4521P,Cessna,172N,Tom Reyes,current student
R101691,F051608,2025-10-20,1.4,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Sarah Phillips,current student
R101715,F051631,2025-10-20,1.5,Dual Flight Training,Completed,Priya Nair,N7732K,Cessna,172S,Jenny Park,current student
R101909,F051823,2025-10-20,2.1,Student Solo,Completed,Noah Whitfield,N4521P,Cessna,172N,,PPL (cadence cohort)
R101173,,2025-10-21,0,Dual Flight Training,Canceled,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,IFR
R101586,F051506,2025-10-22,1.0,Introductory Flight,Completed,Karen Yoshida,N8814M,Piper,PA-28-181,Jenny Park,
R101910,F051824,2025-10-22,1.7,Dual Flight Training,Completed,Noah Whitfield,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101647,F051565,2025-10-23,1.9,Dual Flight Training,Completed,Grace Liu,N7732K,Cessna,172S,Sarah Phillips,current student
R101598,F051518,2025-10-24,2.0,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Doug Hayes,current student
R101912,F051826,2025-10-25,1.8,Dual Flight Training,Completed,Emma Caldwell,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101718,F051634,2025-10-27,1.5,Dual Flight Training,Completed,Priya Nair,N8814M,Piper,PA-28-181,Doug Hayes,current student
R101913,F051827,2025-10-28,1.7,Dual Flight Training,Completed,Emma Caldwell,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R101185,F051152,2025-10-29,1.9,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Tom Reyes,IFR
R101911,F051825,2025-10-29,1.9,Check Ride,Completed,Noah Whitfield,N4521P,Cessna,172N,,PPL (cadence cohort)
R101914,F051828,2025-10-29,2.0,Dual Flight Training,Completed,Emma Caldwell,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101697,F051614,2025-10-30,1.6,Dual Flight Training,Completed,Priya Nair,N6603L,Cessna,172S,Jenny Park,current student
R102203,F052117,2025-10-30,1.6,Dual Flight Training,Completed,Owen Pratt,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101616,F051535,2025-11-01,2.1,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R102204,F052118,2025-11-01,1.9,Dual Flight Training,Completed,Owen Pratt,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R101915,F051829,2025-11-02,1.7,Dual Flight Training,Completed,Emma Caldwell,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102205,F052119,2025-11-02,1.8,Dual Flight Training,Completed,Owen Pratt,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101565,F051485,2025-11-03,2.6,Owner Flight,Completed,Patricia O'Donnell,N6603L,Cessna,172S,,
R102206,F052120,2025-11-03,1.7,Dual Flight Training,Completed,Owen Pratt,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102207,F052121,2025-11-03,1.6,Dual Flight Training,Completed,Owen Pratt,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101916,F051830,2025-11-04,1.8,Dual Flight Training,Completed,Emma Caldwell,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102208,F052122,2025-11-04,2.0,Dual Flight Training,Completed,Owen Pratt,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
